"Code","CD","dX_range","dY_range","NND","SDNND","TA","NRb","CRb","TAb","CDb","MNNDb","SDNNDb","NRcp","CRcp","TAcp","CDcp","MNNDcp","SDNNDcp","SEA","SEAc","Pond","TaxaUsed"
"48.Agile frog","0.63885509","2.22913007","0.34652941","0.12459155","0.05763458","0.61445475","0.309130089479533","2.04671480321247","0.397672701390984","0.611213917669715","0.184572205525592","0.135825667146068","0.309130089479533","2.04671480321247","0.397672701390984","0.611213917669715","0.184572205525592","0.135825667146068",0.234373709088118,0.247394470704124,"48","Agile frog"
"48.Marbled newt","0.23038796","0.60926565","0.74561765","0.12013853","0.07796055","0.27105921","0.618169043374923","0.567046948818739","0.203848742142479","0.231308696338522","0.135313552854873","0.0805246197559844","0.618169043374923","0.567046948818739","0.203848742142479","0.231308696338522","0.135313552854873","0.0805246197559844",0.112876757254339,0.120939382772506,"48","Marbled newt"
"48.Palmate newt","0.35064344","0.98321920","1.17008824","0.14662408","0.06451783","0.65755597","0.927330071242422","0.75923552851427","0.399771140008867","0.333472202334517","0.192285873537729","0.101170303900886","0.927330071242422","0.75923552851427","0.399771140008867","0.333472202334517","0.192285873537729","0.101170303900886",0.225889843673821,0.238439279433477,"48","Palmate newt"
"48.Tree frog","0.23044109","0.61795050","0.62094118","0.09381583","0.05460755","0.24100062","0.561896307277787","0.557626409125095","0.181187987674869","0.22253365523988","0.123295370354126","0.0679329032084596","0.561896307277787","0.557626409125095","0.181187987674869","0.22253365523988","0.123295370354126","0.0679329032084596",0.0993481516024654,0.106990317110347,"48","Tree frog"
"56.Agile frog","0.09775754","0.24859332","0.23776471","0.03751429","0.01953147","0.04443397","0.226933187436386","0.204627982869259","0.0300027191751694","0.0958936063582181","0.0491582581872281","0.0245831401382496","0.226933187436386","0.204627982869259","0.0300027191751694","0.0958936063582181","0.0491582581872281","0.0245831401382496",0.0154418840296863,0.01629976647578,"56","Agile frog"
"56.Marbled newt","0.12678646","0.08649045","0.43667647","0.05869033","0.02087502","0.01915833",NA,NA,NA,NA,NA,NA,"0.43667647","0.08649045","0.01915833","0.12678646","0.05869033","0.02087502",0.0125310396455508,0.015037247574661,"56","Marbled newt"
"56.Palmate newt","0.17581127","0.13258604","0.77482353","0.05484562","0.03642166","0.06284758","0.645743344922727","0.119210381665734","0.0462238994704286","0.170591592508129","0.072440134886055","0.0482602372443272","0.645743344922727","0.119210381665734","0.0462238994704286","0.170591592508129","0.072440134886055","0.0482602372443272",0.0249676637732103,0.0264363498775167,"56","Palmate newt"
"56.Tree frog","0.24795609","0.64953854","0.94517647","0.08971169","0.07228873","0.29852509","0.722879629139386","0.561659673711483","0.228790025710058","0.246938570388453","0.140813667173201","0.0876824071738646","0.722879629139386","0.561659673711483","0.228790025710058","0.246938570388453","0.140813667173201","0.0876824071738646",0.0960555813448584,0.101392002530684,"56","Tree frog"
"66.Agile frog","0.10909344","0.22743642","0.75123529","0.05660533","0.10573612","0.08147539","0.4896861744998","0.196548364229406","0.0484404651563632","0.111151444156266","0.0713830578371474","0.0921518636202533","0.4896861744998","0.196548364229406","0.0484404651563632","0.111151444156266","0.0713830578371474","0.0921518636202533",0.0238965149006412,0.0253021922477377,"66","Agile frog"
"66.Crayfish","0.14308943","0.39969589","0.55294118","0.03290945","0.02831683","0.09240567","0.421776001129526","0.349860858829634","0.0826269358268886","0.146649936317348","0.0805421990778241","0.0611793017454551","0.421776001129526","0.349860858829634","0.0826269358268886","0.146649936317348","0.0805421990778241","0.0611793017454551",0.0278103133559103,0.0290194574148629,"66","Crayfish"
"66.Palmate newt","0.08604474","0.15471044","0.25652941","0.03457971","0.02719728","0.02933213","0.247768579799161","0.148405544902648","0.0221056183013741","0.0847688044666547","0.0440798844597878","0.0212625681234866","0.247768579799161","0.148405544902648","0.0221056183013741","0.0847688044666547","0.0440798844597878","0.0212625681234866",0.0123693218193815,0.0136062540013197,"66","Palmate newt"
"66.Tree frog","0.16127308","0.22014812","0.63317647","0.05037280","0.03212399","0.08414525","0.548846672902582","0.170782938152516","0.0547912552496892","0.154778221871898","0.0687195243808988","0.0393619937027742","0.548846672902582","0.170782938152516","0.0547912552496892","0.154778221871898","0.0687195243808988","0.0393619937027742",0.0309612729211907,0.0326813436390346,"66","Tree frog"
"70.Agile frog","0.12718340","0.21631113","0.41229412","0.08122820","0.03859175","0.05746814",NA,NA,NA,NA,NA,NA,"0.41229412","0.21631113","0.05746814","0.12718340","0.08122820","0.03859175",0.0299277369524343,0.0336687040714885,"70","Agile frog"
"70.Marbled newt","0.17085429","0.31267887","0.68323529","0.05292434","0.03838104","0.11514399","0.537135769459301","0.268849420136962","0.0839664592231922","0.166939596922685","0.0868811388379173","0.0497385087124509","0.537135769459301","0.268849420136962","0.0839664592231922","0.166939596922685","0.0868811388379173","0.0497385087124509",0.0392252091833917,0.0414043874713579,"70","Marbled newt"
"70.Palmate newt","0.17685405","0.29457241","0.64132353","0.05931376","0.03040383","0.11885955","0.575708262002673","0.223771354168697","0.073498573267193","0.170410940061069","0.0819601601837298","0.0452869502350448","0.575708262002673","0.223771354168697","0.073498573267193","0.170410940061069","0.0819601601837298","0.0452869502350448",0.0417026140558852,0.044155709000349,"70","Palmate newt"
"72.Agile frog","0.07094537","0.14877637","0.23523529","0.03530946","0.01421327","0.02036283","0.208995081861131","0.133235402081136","0.0160579869884595","0.0685160263976617","0.0381173507641651","0.0225101436481524","0.208995081861131","0.133235402081136","0.0160579869884595","0.0685160263976617","0.0381173507641651","0.0225101436481524",0.00881804775595079,0.00949635912179316,"72","Agile frog"
"72.Crayfish","0.15133410","0.46431861","0.37058824","0.04105453","0.02735060","0.11049681","0.249134619344287","0.416337227118514","0.0618555200232592","0.143765182669109","0.0672753082802873","0.0436726084466156","0.249134619344287","0.416337227118514","0.0618555200232592","0.143765182669109","0.0672753082802873","0.0436726084466156",0.0370696085608847,0.0384953627363033,"72","Crayfish"
"82_2016.Crayfish","0.25724590","1.04024332","1.04411765","0.08068363","0.14136930","0.56701438","0.563436343634362","0.835903296913661","0.247278756112168","0.258597635087163","0.133117109632528","0.142496906537972","0.563436343634362","0.835903296913661","0.247278756112168","0.258597635087163","0.133117109632528","0.142496906537972",0.157602146729988,0.164168902843738,"82_2016","Crayfish"
"87.Agile frog","0.09946836","0.28573501","0.22005882","0.03615194","0.02541524","0.04630076","0.195516016307511","0.258335599548555","0.0311759953933172","0.096796406453327","0.0486613008061249","0.0323941969668214","0.195516016307511","0.258335599548555","0.0311759953933172","0.096796406453327","0.0486613008061249","0.0323941969668214",0.0183418628683106,0.0193608552498834,"87","Agile frog"
"87.Marbled newt","0.11852744","0.12788419","0.55252941","0.06099187","0.04576839","0.03675761","0.534790552584674","0.126490372799579","0.0387456597047942","0.120913321769814","0.0690324466571329","0.0474637339796176","0.534790552584674","0.126490372799579","0.0387456597047942","0.120913321769814","0.0690324466571329","0.0474637339796176",0.0176017637879401,0.0195575153199334,"87","Marbled newt"
"87.Palmate newt","0.13650480","0.18804244","0.63870588","0.05240846","0.05823186","0.09142626","0.485162125036034","0.1733218315194","0.0492118436270183","0.133660210815791","0.0709609876713873","0.0464275189462819","0.485162125036034","0.1733218315194","0.0492118436270183","0.133660210815791","0.0709609876713873","0.0464275189462819",0.0282259395486041,0.0297940473013043,"87","Palmate newt"
"87.Tree frog","0.15321415","0.28014802","0.55670588","0.04704324","0.02796963","0.08993831","0.504794291193825","0.208911392267604","0.0592622309335171","0.144992471452659","0.0705524414346446","0.0471416555747325","0.504794291193825","0.208911392267604","0.0592622309335171","0.144992471452659","0.0705524414346446","0.0471416555747325",0.032949554102703,0.0347800848861865,"87","Tree frog"
"88.Crayfish","0.20248534","0.35032437","0.74117647","0.04816783","0.03069183","0.15671648","0.606432113799615","0.292709175043292","0.113950875757643","0.19458147484717","0.0989714063996783","0.0559765875628996","0.606432113799615","0.292709175043292","0.113950875757643","0.19458147484717","0.0989714063996783","0.0559765875628996",0.0546734836076438,0.0566261080222025,"88","Crayfish"
"888.Agile frog","0.14762243","0.40473183","0.19223529","0.04619724","0.02519337","0.03778715",NA,NA,NA,NA,NA,NA,"0.19223529","0.40473183","0.03778715","0.14762243","0.04619724","0.02519337",0.0196835232440334,0.0221439636495376,"888","Agile frog"
"888.Crayfish","0.10469307","0.26664773","0.33235294","0.03602437","0.01913615","0.05940146","0.279768565091803","0.215827820149406","0.0363077180009843","0.100914874520567","0.054288999454589","0.0330268505359962","0.279768565091803","0.215827820149406","0.0363077180009843","0.100914874520567","0.054288999454589","0.0330268505359962",0.0210816056358541,0.0221356859176468,"888","Crayfish"
"89.Agile frog","0.10768905","0.25917824","0.31111765","0.03239312","0.01614169","0.04709544","0.268893242265402","0.222670220346486","0.0356801872348059","0.101180008764329","0.0543495527911351","0.0299675177896545","0.268893242265402","0.222670220346486","0.0356801872348059","0.101180008764329","0.0543495527911351","0.0299675177896545",0.0192696321988446,0.0203401673210027,"89","Agile frog"
"89.Crayfish","0.13603926","0.55696657","0.50588235","0.04224400","0.03892795","0.19013873","0.353457404563985","0.349900526952976","0.0693177040434736","0.133211168392204","0.0783703050539418","0.0500587008868459","0.353457404563985","0.349900526952976","0.0693177040434736","0.133211168392204","0.0783703050539418","0.0500587008868459",0.040169021540978,0.0412261010552143,"89","Crayfish"
"89.Tree frog","0.07313280","0.17700060","0.24470588","0.02796801","0.01832633","0.03250861","0.222858803527415","0.141670248736159","0.018217160637175","0.0709607545379721","0.0385823741910896","0.0252202883034042","0.222858803527415","0.141670248736159","0.018217160637175","0.0709607545379721","0.0385823741910896","0.0252202883034042",0.0103823935174259,0.0109591931572829,"89","Tree frog"
"91.Agile frog","0.11251714","0.21847446","0.43505882","0.04041742","0.02528579","0.05485869","0.350477712477129","0.188128331935987","0.0375304249082633","0.107388932966351","0.0585396569527103","0.0374831635291761","0.350477712477129","0.188128331935987","0.0375304249082633","0.107388932966351","0.0585396569527103","0.0374831635291761",0.0216730281805058,0.022877085301645,"91","Agile frog"
"91.Crayfish","0.11174399","0.31557525","0.49117647","0.03576638","0.03862158","0.09849051","0.285836230681895","0.262173051905854","0.0432943088998869","0.107525726639861","0.0613612109764463","0.0412389904229466","0.285836230681895","0.262173051905854","0.0432943088998869","0.107525726639861","0.0613612109764463","0.0412389904229466",0.0257483558670521,0.0264840231775393,"91","Crayfish"
"91.Palmate newt","0.10501310","0.31996260","0.36908824","0.05084875","0.03806297","0.07733465","0.312919953760078","0.233147720604525","0.0390093039162679","0.103663970793995","0.0573451222121346","0.0398858711518315","0.312919953760078","0.233147720604525","0.0390093039162679","0.103663970793995","0.0573451222121346","0.0398858711518315",0.0222002189449971,0.0234335644419414,"91","Palmate newt"
"91.Tree frog","0.13668415","0.31223703","0.45882353","0.06528237","0.03961611","0.07793712","0.419003453286509","0.273346048274441","0.0620679394078858","0.131989887760261","0.0741740263870985","0.0461201795397437","0.419003453286509","0.273346048274441","0.0620679394078858","0.131989887760261","0.0741740263870985","0.0461201795397437",0.0343217279322693,0.0371818719266251,"91","Tree frog"
"94.Agile frog","0.09868288","0.40295234","0.12647059","0.03256290","0.01968518","0.03384027","0.103843749080787","0.342738491955593","0.0206133772784395","0.097007412223296","0.0443193235502514","0.0255831785059605","0.103843749080787","0.342738491955593","0.0206133772784395","0.097007412223296","0.0443193235502514","0.0255831785059605",0.0116452547678201,0.0122922133660323,"94","Agile frog"
"94.Marbled newt","0.17332908","0.16933443","0.62976471","0.08322340","0.03417143","0.06274137",NA,NA,NA,NA,NA,NA,"0.62976471","0.16933443","0.06274137","0.17332908","0.08322340","0.03417143",0.0329636655224086,0.0376727605970383,"94","Marbled newt"
"94.Palmate newt","0.2045117","0.6762661","0.8428824","0.0715480","0.1036648","0.1579743","0.626557738126756","0.488882796671156","0.16594877592713","0.209638767229647","0.11887472165168","0.103594586129091","0.626557738126756","0.488882796671156","0.16594877592713","0.209638767229647","0.11887472165168","0.103594586129091",0.0652471921680866,0.0688720361774248,"94","Palmate newt"
"94.Tree frog","0.3894416","1.4949930","0.4527059","0.1063222","0.1200773","0.4603306","0.415567745009795","1.20552928013499","0.312470179950164","0.377468197373767","0.155462971984423","0.116128166539457","0.415567745009795","1.20552928013499","0.312470179950164","0.377468197373767","0.155462971984423","0.116128166539457",0.180367999177655,0.190388443576413,"94","Tree frog"
"949.Agile frog","0.14962158","0.46864606","0.22258824","0.04910780","0.02455990","0.08641764","0.205946582893585","0.427253144430854","0.0602086062483189","0.144561404211426","0.068751114370302","0.0410696136633467","0.205946582893585","0.427253144430854","0.0602086062483189","0.144561404211426","0.068751114370302","0.0410696136633467",0.0356435551189001,0.0376237526255056,"949","Agile frog"
"949.Crayfish","0.17405268","0.72580310","0.64705882","0.06510845","0.06500721","0.25917087","0.41490737309025","0.519814916640525","0.11563099973365","0.171688388494653","0.102119691968909","0.06702310523208","0.41490737309025","0.519814916640525","0.11563099973365","0.171688388494653","0.102119691968909","0.06702310523208",0.0653461497074402,0.0675994652145933,"949","Crayfish"
"949.Palmate newt","0.22272758","0.32200146","0.73555882","0.07367091","0.02437341","0.14316123","0.683454060111893","0.247606991635618","0.0986892396468029","0.214959109658782","0.090847649485485","0.0463906810941028","0.683454060111893","0.247606991635618","0.0986892396468029","0.214959109658782","0.090847649485485","0.0463906810941028",0.0571352486826711,0.0609442652615159,"949","Palmate newt"
"949.Tree frog","0.22861107","0.42213496","0.98188235","0.08923434","0.08926454","0.22160911","0.745531564921195","0.360053271371939","0.152034535617868","0.222265911462715","0.116877985217523","0.0837709734936172","0.745531564921195","0.360053271371939","0.152034535617868","0.222265911462715","0.116877985217523","0.0837709734936172",0.0748063317961509,0.079206704254748,"949","Tree frog"
"J.Crayfish","0.27666211","0.97924447","0.79117647","0.06049478","0.05973815","0.43583839","0.582836813093076","0.709276280496","0.244712476451667","0.262636426543894","0.139743681611946","0.0958762214320722","0.582836813093076","0.709276280496","0.244712476451667","0.262636426543894","0.139743681611946","0.0958762214320722",0.136822246942109,0.140159374916307,"J","Crayfish"
"K.Crayfish","0.34291034","1.07980896","1.38529412","0.08204183","0.06473169","0.81923053","0.915865410070417","0.751362617679085","0.39019500442652","0.322801823755802","0.182666857038038","0.124595608598644","0.915865410070417","0.751362617679085","0.39019500442652","0.322801823755802","0.182666857038038","0.124595608598644",0.213039781333567,0.218235873561215,"K","Crayfish"
